title	Type	Label	Cost Normal	Cost Hyper	Cost Another	SP DJ Points	DP DJ Points	SPB Unlocked	SPB Rating	SPB Lamp	SPB Letter	SPB EX Score	SPB Miss Count	SPB Note Count	SPB DJ Points	SPN Unlocked	SPN Rating	SPN Lamp	SPN Letter	SPN EX Score	SPN Miss Count	SPN Note Count	SPN DJ Points	SPH Unlocked	SPH Rating	SPH Lamp	SPH Letter	SPH EX Score	SPH Miss Count	SPH Note Count	SPH DJ Points	SPA Unlocked	SPA Rating	SPA Lamp	SPA Letter	SPA EX Score	SPA Miss Count	SPA Note Count	SPA DJ Points	SPL Unlocked	SPL Rating	SPL Lamp	SPL Letter	SPL EX Score	SPL Miss Count	SPL Note Count	SPL DJ Points	DPN Unlocked	DPN Rating	DPN Lamp	DPN Letter	DPN EX Score	DPN Miss Count	DPN Note Count	DPN DJ Points	DPH Unlocked	DPH Rating	DPH Lamp	DPH Letter	DPH EX Score	DPH Miss Count	DPH Note Count	DPH DJ Points	DPA Unlocked	DPA Rating	DPA Lamp	DPA Letter	DPA EX Score	DPA Miss Count	DPA Note Count	DPA DJ Points	DPL Unlocked	DPL Rating	DPL Lamp	DPL Letter	DPL EX Score	DPL Miss Count	DPL Note Count	DPL DJ Points
ミッドナイト☆WAR	Sub	RT3	0	0	0	34.1185	35.061									FALSE	5	NP	F	0	-	414		FALSE	8	NP	F	0	-	800		TRUE	11	EX	AAA	2353	8	1261	3.41185000E+001									FALSE	5	NP	F	0	-	417		FALSE	9	NP	F	0	-	832		TRUE	11	EX	AAA	2418	6	1311	3.50610000E+001									
THE BRAVE MUST DIE	Sub	HV2	0	0	0	38.389	34.707									FALSE	6	NP	F	0	-	721		FALSE	10	NP	F	0	-	1283		TRUE	12	HC	A	2953	53	2075	3.83890000E+001									FALSE	6	NP	F	0	-	778		FALSE	10	NP	F	0	-	1238		TRUE	12	EC	A	3018	148	2086	3.47070000E+001									
UNITE THE HEART	Sub	HV1	0	0	0	45.037	41.622									FALSE	7	NP	F	0	-	753		FALSE	10	NP	F	0	-	1319		TRUE	11	EX	AAA	3106	6	1676	4.50370000E+001									FALSE	7	NP	F	0	-	696		FALSE	10	NP	F	0	-	1259		TRUE	11	HC	AAA	2973	13	1633	4.16220000E+001									
PHASE SHIFT MANEUVER	Sub	HV2	0	0	0	38.918	34.944									FALSE	6	NP	F	0	-	638		FALSE	9	NP	F	0	-	886		TRUE	11	EX	AAA	2684	2	1447	3.89180000E+001									FALSE	6	NP	F	0	-	646		FALSE	9	NP	F	0	-	913		TRUE	11	EX	AA	2496	11	1429	3.49440000E+001									
がっつり陰キャ!? 怪盗いいんちょの億劫^^;	Sub	HV1	0	0	0	0	33.77									FALSE	7	NP	F	0	-	789		FALSE	10	NP	F	0	-	1399		TRUE	12	NP	F	0	-	2192										FALSE	7	NP	F	0	-	774		FALSE	10	NP	F	0	-	1390		TRUE	12	F	A	3070	129	2161	3.37700000E+001									
Dans la nuit de l'eternite	Bits	Bits	7000	10000	12000	38.718	33.252									FALSE	7	NP	F	0	-	718		FALSE	10	NP	F	0	-	1153		TRUE	12	HC	AA	2868	45	1830	3.87180000E+001									FALSE	7	NP	F	0	-	714		FALSE	10	NP	F	0	-	1128		TRUE	12	NC	A	2771	80	1850	3.32520000E+001									
VALKYRIAS -英雄誕生-	Sub	SS2	0	0	0	37.1055	38.0915									FALSE	6	NP	F	0	-	524		FALSE	9	NP	F	0	-	881		TRUE	11	EX	AAA	2559	7	1386	3.71055000E+001									FALSE	6	NP	F	0	-	531		FALSE	9	NP	F	0	-	919		TRUE	11	EX	AAA	2627	15	1466	3.80915000E+001									
LIGHTNING STRIKES	Sub	HV1	0	0	0	43.0215	38.3535									FALSE	5	NP	F	0	-	471		FALSE	9	NP	F	0	-	854		TRUE	12	EX	AAA	2967	15	1639	4.30215000E+001									FALSE	5	NP	F	0	-	473		FALSE	9	EX	AAA	1822	3	950		TRUE	12	HC	AA	2841	50	1763	3.83535000E+001									
EROICA	Sub	HV2	0	0	0	46.062	37.543									FALSE	7	NP	F	0	-	703		FALSE	10	NP	F	0	-	1193		TRUE	12	HC	AA	3412	46	2040	4.60620000E+001									FALSE	7	NP	F	0	-	702		FALSE	10	NP	F	0	-	1213		TRUE	12	F	A	3413	295	2363	3.75430000E+001									
TECHNO Style Essentials	Sub	HV1	0	0	0	35.63	26.8065									FALSE	6	NP	F	0	-	516		FALSE	9	NP	F	0	-	833		TRUE	12	EX	AA	2545	15	1453	3.56300000E+001									FALSE	6	NP	F	0	-	517		FALSE	9	NP	F	0	-	822		TRUE	12	EC	A	2331	68	1506	2.68065000E+001									
27th style	Sub	HV2	0	0	0	34.075	31.598									FALSE	5	NP	F	0	-	593		FALSE	9	NP	F	0	-	908		TRUE	11	EX	AAA	2350	8	1299	3.40750000E+001	TRUE	12	F	A	2536	-	1765		FALSE	5	NP	F	0	-	623		FALSE	8	NP	F	0	-	907		TRUE	11	HC	AAA	2257	21	1257	3.15980000E+001	TRUE	12	EC	A	2461	124	1723		
rough percussionythm	Bits	Bits	6000	9000	11000	33.6255	31.0095									FALSE	6	NP	F	0	-	515		FALSE	9	NP	F	0	-	853		TRUE	11	EX	AAA	2319	16	1295	3.36255000E+001									FALSE	6	NP	F	0	-	523		FALSE	9	NP	F	0	-	866		TRUE	11	HC	AA	2297	15	1293	3.10095000E+001									
LASER CRUSTER (IGNITE REMIX)	Sub	HV1	0	0	0	21.78	29.164									FALSE	4	NP	F	0	-	399		FALSE	8	NP	F	0	-	908		TRUE	12	F	B	2178	-	1824	2.17800000E+001									FALSE	5	NP	F	0	-	380		FALSE	8	NP	F	0	-	848		TRUE	12	EC	A	2536	81	1700	2.91640000E+001									
錬成人間トリコロイダー	Sub	HV1	0	0	0	43.9205	41.6875									FALSE	5	NP	F	0	-	531		FALSE	8	NP	F	0	-	913		TRUE	11	EX	AAA	3029	13	1613	4.39205000E+001									FALSE	5	NP	F	0	-	531		FALSE	8	NP	F	0	-	902		TRUE	11	EX	AAA	2875	6	1516	4.16875000E+001									
Like+it!	Sub	HV1	0	0	0	39.592	25.498									FALSE	6	NP	F	0	-	541		FALSE	9	NP	F	0	-	885		TRUE	11	EX	AAA	2179	7	1197		TRUE	12	EX	AA	2828	5	1647	3.95920000E+001	FALSE	6	NP	F	0	-	505		FALSE	9	NP	F	0	-	871		TRUE	11	HC	AA	1858	15	1071		TRUE	12	F	A	2318	111	1583	2.54980000E+001	
Hold My Hand	Sub	HV1	0	0	0	35.85	33.7705									FALSE	5	NP	F	0	-	472		FALSE	8	NP	F	0	-	855		TRUE	10	FC	AAA	2390	0	1247	3.58500000E+001									FALSE	5	NP	F	0	-	424		FALSE	8	NP	F	0	-	809		TRUE	10	EX	AAA	2329	11	1264	3.37705000E+001									
STOIC HYPOTHESIS	Sub	HV2	0	0	0	38.2945	32.3055									FALSE	6	NP	F	0	-	565		FALSE	9	NP	F	0	-	917		TRUE	11	EX	AAA	2641	6	1442	3.82945000E+001									FALSE	6	NP	F	0	-	560		FALSE	9	NP	F	0	-	919		TRUE	11	HC	AA	2393	20	1405	3.23055000E+001									
華麗なる大犬円舞曲	Sub	HV2	0	0	0	0	32.808									FALSE	7	NP	F	0	-	710		FALSE	10	NP	F	0	-	1105		TRUE	12	NP	F	0	-	1849										FALSE	7	NP	F	0	-	712		FALSE	10	NP	F	0	-	1114		TRUE	12	NC	A	2734	69	1835	3.28080000E+001									
AKASHIC BREAK	Sub	HV2	0	0	0	0	39.933									FALSE	6	NP	F	0	-	633		FALSE	10	NP	F	0	-	1243		TRUE	12	NP	F	0	-	1823										FALSE	7	NP	F	0	-	652		FALSE	10	EX	AAA	2134	16	1177		TRUE	12	HC	AA	2958	56	1767	3.99330000E+001									
Everlasting Message	Sub	HV2	0	0	0	39.403	29.2675									FALSE	7	NP	F	0	-	638		FALSE	10	NP	F	0	-	1197		TRUE	12	HC	A	3031	44	1970	3.94030000E+001									FALSE	7	NP	F	0	-	619		FALSE	11	EX	AA	1967	13	1149		TRUE	12	EC	A	2545	102	1781	2.92675000E+001									
Queen Kaguya	Sub	HV1	0	0	0	34.858	31.752									FALSE	6	NP	F	0	-	493		FALSE	9	NP	F	0	-	952		TRUE	11	EX	AAA	2404	5	1330	3.48580000E+001									FALSE	6	NP	F	0	-	506		FALSE	9	NP	F	0	-	892		TRUE	11	HC	AA	2352	19	1327	3.17520000E+001									
Do What You Want	Sub	HV1	0	0	0	28.29	28.2025									FALSE	4	NP	F	0	-	352		FALSE	7	NP	F	0	-	644		TRUE	10	FC	AAA	1886	1	1027	2.82900000E+001									FALSE	4	NP	F	0	-	351		FALSE	7	NP	F	0	-	688		TRUE	10	EX	AAA	1945	13	1085	2.82025000E+001									
Lost Souls	Sub	HV2	0	0	0	34.56	29.835									FALSE	4	NP	F	0	-	358		FALSE	9	NP	F	0	-	857		TRUE	11	FC	AAA	2304	2	1236	3.45600000E+001									FALSE	4	NP	F	0	-	349		FALSE	9	NP	F	0	-	820		TRUE	11	HC	AA	2210	24	1280	2.98350000E+001									
曼荼羅恋々	Sub	HV1	0	0	0	36.656	31.536									FALSE	6	NP	F	0	-	561		FALSE	9	NP	F	0	-	894		TRUE	11	EX	AAA	2528	8	1392	3.66560000E+001									FALSE	6	NP	F	0	-	558		FALSE	9	NP	F	0	-	861		TRUE	11	HC	AA	2336	15	1344	3.15360000E+001									
OUTER PLANETS	Sub	HV1	0	0	0	29.812	29.464									FALSE	4	NP	F	0	-	340		FALSE	7	NP	F	0	-	716		TRUE	10	EX	AAA	2056	2	1100	2.98120000E+001									FALSE	4	NP	F	0	-	343		FALSE	7	NP	F	0	-	732		TRUE	10	EX	AAA	2032	8	1104	2.94640000E+001									
魅惑のYUMMYスイーツ	Sub	HV1	0	0	0	0	26.675									FALSE	5	NP	F	0	-	469		FALSE	9	NP	F	0	-	906		TRUE	12	NP	F	0	-	1586										FALSE	5	NP	F	0	-	472		FALSE	9	NP	F	0	-	861		TRUE	12	F	A	2425	120	1728	2.66750000E+001									
Nasty Techniques	Sub	HV2	0	0	0	36.2645	30.3075									FALSE	5	NP	F	0	-	496		FALSE	9	NP	F	0	-	854		TRUE	11	EX	AAA	2501	2	1338	3.62645000E+001									FALSE	5	NP	F	0	-	499		FALSE	9	NP	F	0	-	841		TRUE	11	HC	AA	2245	22	1290	3.03075000E+001									
Rave Patroller	Sub	HV1	0	0	0	44.7905	38.853									FALSE	7	NP	F	0	-	696		FALSE	10	NP	F	0	-	1189		TRUE	12	EX	AAA	3089	8	1705	4.47905000E+001									FALSE	7	NP	F	0	-	747		FALSE	10	NP	F	0	-	1289		TRUE	12	HC	AA	2878	31	1667	3.88530000E+001									
Sugar Drippin'	Sub	HV1	0	0	0	28.188	28.098									FALSE	4	NP	F	0	-	391		FALSE	7	NP	F	0	-	701		TRUE	9	EX	AAA	1944	3	1069	2.81880000E+001									FALSE	4	NP	F	0	-	396		FALSE	7	NP	F	0	-	687		TRUE	10	EX	AA	2007	6	1129	2.80980000E+001									
セピアの軌跡 ft. 天宮みや(少女フラクタル)	Base	Base	0	0	0	41.16	37.7865									FALSE	4	FC	AAA	795	0	404		FALSE	7	FC	AAA	1437	0	739		TRUE	10	FC	AAA	2329	0	1205		TRUE	12	EX	AA	2940	17	1736	4.11600000E+001	FALSE	4	NP	F	0	-	427		FALSE	7	EX	AAA	1450	1	753		TRUE	10	EX	AAA	2222	10	1223		TRUE	12	HC	AA	2799	69	1737	3.77865000E+001	
Bow shock!!	Sub	RT3	0	0	0	41.905	37.26									FALSE	4	F	F	0	-	408		FALSE	9	NP	F	0	-	986		TRUE	11	EX	AAA	2890	6	1566	4.19050000E+001									FALSE	4	FC	AAA	808	0	417		FALSE	9	NP	F	0	-	974		TRUE	11	HC	AA	2760	29	1583	3.72600000E+001									
T-REX vs Velociraptor (In the Far east euphoria)	Sub	HV2	0	0	0	39.564	34.722									FALSE	7	NP	F	0	-	712		FALSE	9	NP	F	0	-	943		TRUE	12	EX	AA	2826	16	1636	3.95640000E+001									FALSE	7	NP	F	0	-	712		FALSE	9	NP	F	0	-	923		TRUE	12	HC	AA	2572	37	1607	3.47220000E+001									
Artist	Sub	HV1	0	0	0	40.8375	30.9465									FALSE	7	NP	F	0	-	660		FALSE	10	NP	F	0	-	1243		TRUE	12	HC	AA	3025	41	1870	4.08375000E+001									FALSE	7	NP	F	0	-	665		FALSE	10	NP	F	0	-	1252		TRUE	12	EC	A	2691	134	1923	3.09465000E+001									
GHOST	Sub	HV2	0	0	0	34.524	30.6585									FALSE	5	NP	F	0	-	425		FALSE	8	NP	F	0	-	767		TRUE	11	EX	AA	2466	4	1403	3.45240000E+001									FALSE	5	NP	F	0	-	418		FALSE	8	NP	F	0	-	749		TRUE	11	HC	AA	2271	16	1354	3.06585000E+001									
The Sky of Sadness	Sub	PNM2	0	0	0	34.11	29.754									FALSE	4	NP	F	0	-	444		FALSE	8	NP	F	0	-	767		TRUE	10	FC	AAA	2274	2	1215	3.41100000E+001									FALSE	5	NP	F	0	-	451		FALSE	8	EX	AAA	1455	1	776		TRUE	11	HC	AA	2204	18	1296	2.97540000E+001									
Lords Of The Roundtable	Sub	HV2	0	0	0	36.072	29.148									FALSE	6	NP	F	0	-	541		FALSE	10	NP	F	0	-	950		TRUE	12	HC	AA	2672	48	1586	3.60720000E+001									FALSE	6	NP	F	0	-	567		FALSE	10	NP	F	0	-	838		TRUE	12	EC	AA	2429	75	1477	2.91480000E+001									
Rainstorm	Sub	HV1	0	0	0	33.33	29.8555									FALSE	5	NP	F	0	-	501		FALSE	8	NP	F	0	-	784		TRUE	10	FC	AAA	2222	1	1146	3.33300000E+001									FALSE	5	NP	F	0	-	485		FALSE	8	NP	F	0	-	775		TRUE	10	EX	AAA	2059	5	1140	2.98555000E+001									
Drop It	Sub	HV1	0	0	0	36.714	32.3325									FALSE	6	NP	F	0	-	713		FALSE	9	NP	F	0	-	1032		TRUE	11	EX	AAA	2532	9	1419	3.67140000E+001									FALSE	6	NP	F	0	-	731		FALSE	9	NP	F	0	-	1035		TRUE	11	HC	AA	2395	22	1435	3.23325000E+001									
Primitive Vibes	Sub	HV1	0	0	0	42.93	34.5195									FALSE	6	NP	F	0	-	587		FALSE	10	NP	F	0	-	1004		TRUE	12	FC	AAA	2862	4	1564	4.29300000E+001									FALSE	6	NP	F	0	-	589		FALSE	9	NP	F	0	-	1019		TRUE	12	HC	AA	2557	29	1534	3.45195000E+001									
Double Dribble	Sub	HV2	0	0	0	42.938	46.76									FALSE	6	NP	F	0	-	654		FALSE	10	NP	F	0	-	1009		TRUE	12	HC	AAA	3067	9	1683	4.29380000E+001									FALSE	6	NP	F	0	-	600		FALSE	10	NP	F	0	-	1057		TRUE	12	HC	AAA	3340	47	1874	4.67600000E+001									
Virus Funk	Sub	HV1	0	0	0	30.9	26.7525									FALSE	4	NP	F	0	-	397		FALSE	7	NP	F	0	-	785		TRUE	10	FC	AAA	2060	0	1119	3.09000000E+001									FALSE	5	NP	F	0	-	443		FALSE	7	NP	F	0	-	703		TRUE	10	EX	AAA	1845	6	1009	2.67525000E+001									
Override	Sub	HV2	0	0	0	40.725	37.381									FALSE	5	NP	F	0	-	480		FALSE	8	NP	F	0	-	821		TRUE	11	FC	AAA	2715	1	1471	4.07250000E+001									FALSE	5	NP	F	0	-	492		FALSE	8	NP	F	0	-	815		TRUE	11	EX	AAA	2578	9	1445	3.73810000E+001									
Voo Doo Bamboleo	Sub	HV1	0	0	0	33.988	35.5395									FALSE	5	NP	F	0	-	459		FALSE	8	NP	F	0	-	786		TRUE	10	EX	AAA	2344	3	1262	3.39880000E+001									FALSE	5	NP	F	0	-	472		FALSE	7	NP	F	0	-	809		TRUE	10	EX	AAA	2451	15	1361	3.55395000E+001									
Infinity Mirror	Sub	HV2	0	0	0	32.538	33.669									FALSE	5	NP	F	0	-	436		FALSE	8	NP	F	0	-	709		TRUE	10	EX	AAA	2244	1	1164	3.25380000E+001									FALSE	5	NP	F	0	-	422		FALSE	8	NP	F	0	-	729		TRUE	10	EX	AAA	2322	8	1303	3.36690000E+001									
灼熱Beach Side Bunny (Masayoshi Iimori Remix)	Sub	HV2	0	0	0	24.1715	24.795									FALSE	4	NP	F	0	-	336		FALSE	7	NP	F	0	-	583		TRUE	10	EX	AAA	1667	9	933	2.41715000E+001									FALSE	4	NP	F	0	-	335		FALSE	7	NP	F	0	-	594		TRUE	10	EX	AAA	1710	9	941	2.47950000E+001									
Volcanic Dragon	Sub	HV1	0	0	0	39.9475	35.91									FALSE	6	NP	F	0	-	548		FALSE	8	NP	F	0	-	914		TRUE	11	EX	AAA	2755	5	1495	3.99475000E+001									FALSE	6	NP	F	0	-	620		FALSE	8	NP	F	0	-	861		TRUE	11	HC	AAA	2565	19	1412	3.59100000E+001									
Ska-sh All Neurons!!	Sub	HV1	0	0	0	32.335	31.215									FALSE	4	NP	F	0	-	497		FALSE	7	NP	F	0	-	739		TRUE	10	EX	AAA	2230	2	1176	3.23350000E+001									FALSE	4	NP	F	0	-	502		FALSE	7	NP	F	0	-	692		TRUE	10	FC	AAA	2081	0	1139	3.12150000E+001									
SCREW // owo // SCREW	Base	Base	0	0	0	34.8975	31.174									FALSE	6	NP	F	0	-	567		FALSE	9	NP	F	0	-	1111		TRUE	12	HC	AA	2585	31	1567	3.48975000E+001									FALSE	6	NP	F	0	-	568		FALSE	9	NP	F	0	-	1104		TRUE	12	HC	A	2398	49	1542	3.11740000E+001									
Calvados Queen	Sub	HV1	0	0	0	32.7555	30.478									FALSE	5	NP	F	0	-	502		FALSE	8	NP	F	0	-	777		TRUE	10	EX	AAA	2259	2	1245	3.27555000E+001									FALSE	5	NP	F	0	-	500		FALSE	8	NP	F	0	-	760		TRUE	10	EX	AA	2177	6	1244	3.04780000E+001									
深淵に捧ぐレクイエム	Sub	HV1	0	0	0	37.086	32.211									FALSE	5	NP	F	0	-	431		FALSE	9	NP	F	0	-	843		TRUE	12	EX	AA	2649	13	1537	3.70860000E+001									FALSE	5	NP	F	0	-	442		FALSE	9	NP	F	0	-	846		TRUE	12	HC	AA	2386	38	1456	3.22110000E+001									
Moving on	Bits	Bits	5000	8000	11000	39.7445	34.749									FALSE	5	NP	F	0	-	525		FALSE	8	NP	F	0	-	979		TRUE	11	EX	AAA	2741	12	1501	3.97445000E+001									FALSE	5	NP	F	0	-	542		FALSE	8	NP	F	0	-	933		TRUE	11	HC	AA	2574	22	1480	3.47490000E+001									
TRIUMPH	Sub	HV1	0	0	0	32.775	39.582									FALSE	6	NP	F	0	-	475		FALSE	9	NP	F	0	-	1019		TRUE	12	F	AA	2850	-	1724	3.27750000E+001									FALSE	6	NP	F	0	-	477		FALSE	9	NP	F	0	-	959		TRUE	12	HC	AA	2932	47	1691	3.95820000E+001									
BEAT PRISONER	Sub	HV2	0	0	0	45.346	32.499									FALSE	6	NP	F	0	-	629		FALSE	9	NP	F	0	-	1083		TRUE	12	EX	AA	3239	20	1844	4.53460000E+001									FALSE	7	NP	F	0	-	628		FALSE	9	NP	F	0	-	1075		TRUE	12	F	AA	2826	82	1752	3.24990000E+001									
Change Yourself	Sub	HV2	0	0	0	34.394	29.638									FALSE	5	NP	F	0	-	493		FALSE	9	NP	F	0	-	890		TRUE	11	EX	AAA	2372	1	1288	3.43940000E+001									FALSE	5	NP	F	0	-	462		FALSE	9	NP	F	0	-	833		TRUE	11	EX	AA	2117	13	1260	2.96380000E+001									
NEWALONE	Sub	HV1	0	0	0	26.245	26.245									FALSE	4	NP	F	0	-	303		FALSE	7	NP	F	0	-	662		TRUE	9	EX	AAA	1810	5	1012	2.62450000E+001									FALSE	4	NP	F	0	-	352		FALSE	7	NP	F	0	-	643		TRUE	9	EX	AAA	1810	7	980	2.62450000E+001									
beatAffection	Sub	HV1	0	0	0	36.511	34.845									FALSE	5	NP	F	0	-	524		FALSE	8	NP	F	0	-	792		TRUE	10	EX	AAA	2518	3	1341	3.65110000E+001									FALSE	5	NP	F	0	-	522		FALSE	8	NP	F	0	-	730		TRUE	10	FC	AAA	2323	0	1232	3.48450000E+001									
Friction[!]Function	Sub	HV1	0	0	0	42.195	33.453									FALSE	6	NP	F	0	-	560		FALSE	9	NP	F	0	-	911		TRUE	12	EX	AAA	2910	8	1634	4.21950000E+001									FALSE	6	NP	F	0	-	553		FALSE	9	NP	F	0	-	1008		TRUE	12	HC	AA	2478	60	1546	3.34530000E+001									
GIGA VIOLATE	Sub	HV2	0	0	0	36.7285	33.4395									FALSE	6	NP	F	0	-	565		FALSE	8	NP	F	0	-	833		TRUE	11	EX	AAA	2533	7	1392	3.67285000E+001									FALSE	6	NP	F	0	-	547		FALSE	8	NP	F	0	-	827		TRUE	11	HC	AA	2477	16	1445	3.34395000E+001									
Crank It	Sub	HV2	0	0	0	35.625	34.32									FALSE	4	NP	F	0	-	393		FALSE	7	NP	F	0	-	731		TRUE	9	FC	AAA	2375	1	1228	3.56250000E+001									FALSE	4	NP	F	0	-	401		FALSE	7	NP	F	0	-	737		TRUE	9	FC	AAA	2288	0	1164	3.43200000E+001									
Duration	Sub	HV1	0	0	0	28.74	26.2595									FALSE	3	NP	F	0	-	272		FALSE	6	NP	F	0	-	514		TRUE	9	FC	AAA	1916	0	978	2.87400000E+001									FALSE	3	NP	F	0	-	265		FALSE	6	NP	F	0	-	496		TRUE	9	EX	AAA	1811	2	943	2.62595000E+001									
Rave lithosphere	Sub	HV2	0	0	0	37.515	35.5395									FALSE	5	NP	F	0	-	554		FALSE	8	NP	F	0	-	898		TRUE	11	FC	AAA	2501	2	1344	3.75150000E+001									FALSE	5	NP	F	0	-	568		FALSE	8	NP	F	0	-	881		TRUE	11	EX	AAA	2451	8	1360	3.55395000E+001									
S!ck (Nhato Remix)	Bits	Bits	6000	9000	11000	0	30.3345									FALSE	6	NP	F	0	-	506		FALSE	9	NP	F	0	-	830		TRUE	11	NP	F	0	-	1279										FALSE	6	NP	F	0	-	556		FALSE	9	NP	F	0	-	922		TRUE	11	HC	AA	2247	27	1313	3.03345000E+001									
fairy cocktail	Sub	HV1	0	0	0	23.7	22.562									FALSE	3	NP	F	0	-	230		FALSE	6	NP	F	0	-	559		TRUE	8	FC	AAA	1580	1	828	2.37000000E+001									FALSE	3	NP	F	0	-	230		FALSE	6	NP	F	0	-	567		TRUE	8	EX	AAA	1556	7	861	2.25620000E+001									
Mel	Sub	HV2	0	0	0	31.44	28.594									FALSE	4	NP	F	0	-	396		FALSE	7	NP	F	0	-	767		TRUE	9	FC	AAA	2096	1	1088	3.14400000E+001									FALSE	4	NP	F	0	-	405		FALSE	7	NP	F	0	-	713		TRUE	9	EX	AAA	1972	2	1026	2.85940000E+001									
Hyper Drive feat. ぷにぷに電機	Sub	HV1	0	0	0	28.935	26.796									FALSE	3	NP	F	0	-	335		FALSE	7	NP	F	0	-	775		TRUE	9	FC	AAA	1929	2	1000	2.89350000E+001									FALSE	3	NP	F	0	-	339		FALSE	7	FC	AAA	1421	1	761		TRUE	9	EX	AAA	1848	7	1000	2.67960000E+001									
Theory	Sub	HV1	0	0	0	19.9085	28.026									FALSE	5	NP	F	0	-	412		FALSE	8	EX	AAA	1373	9	745	1.99085000E+001	TRUE	11	F	D	1132	-	1342										FALSE	5	NP	F	0	-	418		FALSE	8	NP	F	0	-	731		TRUE	11	HC	AA	2076	35	1309	2.80260000E+001									
And-RoiD	Sub	HV2	0	0	0	29.355	27.5355									FALSE	4	NP	F	0	-	373		FALSE	7	NP	F	0	-	672		TRUE	9	FC	AAA	1957	2	1008	2.93550000E+001									FALSE	4	NP	F	0	-	384		FALSE	7	NP	F	0	-	682		TRUE	9	EX	AAA	1899	3	985	2.75355000E+001									
ランカーキラーガール	Sub	HV1	0	0	0	0	35.854									FALSE	6	NP	F	0	-	583		FALSE	9	NP	F	0	-	955		TRUE	11	NP	F	0	-	1479										FALSE	6	NP	F	0	-	604		FALSE	9	NP	F	0	-	903		TRUE	11	HC	AAA	2561	17	1419	3.58540000E+001									
VIBRΛ	Bits	Bits	5000	7500	10000	25.9695	27.55									FALSE	5	NP	F	0	-	472		FALSE	7	NP	F	0	-	666		TRUE	10	EX	AAA	1791	6	941	2.59695000E+001									FALSE	5	NP	F	0	-	475		FALSE	8	NP	F	0	-	670		TRUE	10	EX	AAA	1900	14	1032	2.75500000E+001									
Silly Love	Sub	SS1	0	0	0	29.61	27.2745									FALSE	4	NP	F	0	-	406		FALSE	8	NP	F	0	-	716		TRUE	10	FC	AAA	1974	0	1061	2.96100000E+001									FALSE	4	NP	F	0	-	401		FALSE	8	FC	AAA	1307	0	712		TRUE	10	EX	AAA	1881	5	1051	2.72745000E+001									
Inferno of Fomalhaut	Sub	HV2	0	0	0	32.487	27.72									FALSE	5	NP	F	0	-	523		FALSE	10	F	F	0	-	980		TRUE	12	HC	A	2499	52	1701	3.24870000E+001									FALSE	6	NP	F	0	-	531		FALSE	9	NP	F	0	-	967		TRUE	12	F	A	2520	89	1723	2.77200000E+001									
ピアノ協奏曲第1番”蠍火” (BlackY Remix)	Bits	Bits	5500	9500	12000	0	31.812									FALSE	5	NP	F	0	-	521		FALSE	9	NP	F	0	-	1072		TRUE	12	NP	F	0	-	1926										FALSE	6	NP	F	0	-	610		FALSE	10	NP	F	0	-	1130		TRUE	12	F	A	2892	108	1937	3.18120000E+001									
Horizons of Promise	Sub	HV2	0	0	0	36.946	37.6565									FALSE	4	NP	F	0	-	476		FALSE	7	NP	F	0	-	765		TRUE	10	EX	AAA	2548	2	1322	3.69460000E+001									FALSE	4	NP	F	0	-	472		FALSE	7	NP	F	0	-	762		TRUE	10	EX	AAA	2597	7	1366	3.76565000E+001									
Shiva	Bits	Bits	4000	8000	11000	0	27.405									FALSE	4	NP	F	0	-	370		FALSE	8	NP	F	0	-	753		TRUE	11	NP	F	0	-	1085										FALSE	4	NP	F	0	-	347		FALSE	8	NP	F	0	-	726		TRUE	11	EX	AAA	1890	10	1040	2.74050000E+001									
Backyard Stars	Sub	HV1	0	0	0	30.96	27.9585									FALSE	6	NP	F	0	-	540		FALSE	9	NP	F	0	-	844		TRUE	10	FC	AAA	2064	2	1155	3.09600000E+001									FALSE	6	NP	F	0	-	543		FALSE	9	EX	AAA	1537	3	838		TRUE	11	HC	AA	2071	23	1222	2.79585000E+001									
THE F∀UST	Sub	HV1	0	0	0	40.149	23.21									FALSE	7	NP	F	0	-	691		FALSE	10	NP	F	0	-	1183		TRUE	12	HC	AA	2974	36	1851	4.01490000E+001									FALSE	7	NP	F	0	-	701		FALSE	10	NP	F	0	-	1143		TRUE	12	F	B	2321	152	1838	2.32100000E+001									
Smashing Wedge	Sub	HV1	0	0	0	0	31.042									FALSE	5	NP	F	0	-	492		FALSE	10	NP	F	0	-	1141		TRUE	12	NP	F	0	-	1957										FALSE	5	NP	F	0	-	555		FALSE	10	NP	F	0	-	1270		TRUE	12	F	A	2822	134	1969	3.10420000E+001									
Advent Infamous	Bits	Bits	5000	8000	11000	37.7725	33.372									FALSE	5	NP	F	0	-	508		FALSE	8	NP	F	0	-	843		TRUE	11	EX	AAA	2605	20	1454	3.77725000E+001									FALSE	5	NP	F	0	-	503		FALSE	8	NP	F	0	-	854		TRUE	11	HC	AA	2472	28	1430	3.33720000E+001									
If	Sub	HV2	0	0	0	25.7375	25.201									FALSE	5	NP	F	0	-	398		FALSE	8	NP	F	0	-	689		TRUE	10	EX	AAA	1775	4	959	2.57375000E+001									FALSE	5	NP	F	0	-	394		FALSE	8	NP	F	0	-	690		TRUE	10	EX	AAA	1738	6	969	2.52010000E+001									
